code,category,name,seisiki_name,tosyo_category,start_day,start_FY,company_url,post_code,address,head_prefecture,category_with_code,stock_market
1301,食品製造,極洋,（株）極洋,水産・農林業,1937年9月3日,1937年度,http://www.kyokuyo.co.jp/,〒107-0052,東京都港区赤坂３－３－５住友生命山王ビル,東京都,0050_水産・農林業,東証１部
1305,その他金融,ダイワ上場投信－トピックス,ダイワ上場投信－トピックス,--,--,--,--,--,--,--,9999_未定義,東証
1306,その他金融,ＮＥＸＴＦＵＮＤＳＴＯＰＩＸ連動型上場投信,ＮＥＸＴＦＵＮＤＳＴＯＰＩＸ連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1308,その他金融,上場インデックスファンドＴＯＰＩＸ,上場インデックスファンドＴＯＰＩＸ,--,--,--,--,--,--,--,9999_未定義,東証
1309,その他金融,ＮＥＸＴＦＵＮＤＳＣｈｉｎａＡＭＣ・中国株式・上証５０連動型上場投信,ＮＥＸＴＦＵＮＤＳＣｈｉｎａＡＭＣ・中国株式・上証５０連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1311,その他金融,ＮＥＸＴＦＵＮＤＳＴＯＰＩＸＣｏｒｅ３０連動型上場投信,ＮＥＸＴＦＵＮＤＳＴＯＰＩＸＣｏｒｅ３０連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1312,その他金融,ＮＥＸＴＦＵＮＤＳラッセル野村小型コア・インデックス連動型上場投信,ＮＥＸＴＦＵＮＤＳラッセル野村小型コア・インデックス連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1313,その他金融,サムスンＫＯＤＥＸ２００証券上場指数投資信託［株式］,サムスンＫＯＤＥＸ２００証券上場指数投資信託［株式］,--,--,--,--,--,--,--,9999_未定義,東証
1301,食品製造,極洋,（株）極洋,水産・農林業,1937年9月3日,1937年度,http://www.kyokuyo.co.jp/,〒107-0052,東京都港区赤坂３－３－５住友生命山王ビル,東京都,0050_水産・農林業,東証１部
1305,その他金融,ダイワ上場投信－トピックス,ダイワ上場投信－トピックス,--,--,--,--,--,--,--,9999_未定義,東証
1306,その他金融,ＮＥＸＴＦＵＮＤＳＴＯＰＩＸ連動型上場投信,ＮＥＸＴＦＵＮＤＳＴＯＰＩＸ連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1308,その他金融,上場インデックスファンドＴＯＰＩＸ,上場インデックスファンドＴＯＰＩＸ,--,--,--,--,--,--,--,9999_未定義,東証
1309,その他金融,ＮＥＸＴＦＵＮＤＳＣｈｉｎａＡＭＣ・中国株式・上証５０連動型上場投信,ＮＥＸＴＦＵＮＤＳＣｈｉｎａＡＭＣ・中国株式・上証５０連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1311,その他金融,ＮＥＸＴＦＵＮＤＳＴＯＰＩＸＣｏｒｅ３０連動型上場投信,ＮＥＸＴＦＵＮＤＳＴＯＰＩＸＣｏｒｅ３０連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1312,その他金融,ＮＥＸＴＦＵＮＤＳラッセル野村小型コア・インデックス連動型上場投信,ＮＥＸＴＦＵＮＤＳラッセル野村小型コア・インデックス連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1313,その他金融,サムスンＫＯＤＥＸ２００証券上場指数投資信託［株式］,サムスンＫＯＤＥＸ２００証券上場指数投資信託［株式］,--,--,--,--,--,--,--,9999_未定義,東証
1319,その他金融,ＮＥＸＴＦＵＮＤＳ日経３００株価指数連動型上場投信,ＮＥＸＴＦＵＮＤＳ日経３００株価指数連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1320,その他金融,ダイワ上場投信－日経２２５,ダイワ上場投信－日経２２５,--,--,--,--,--,--,--,9999_未定義,東証
1321,その他金融,ＮＥＸＴＦＵＮＤＳ日経２２５連動型上場投信,ＮＥＸＴＦＵＮＤＳ日経２２５連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1322,その他金融,上場インデックスファンド中国Ａ株（パンダ）ＥＦｕｎｄＣＳＩ３００,上場インデックスファンド中国Ａ株（パンダ）ＥＦｕｎｄＣＳＩ３００,--,--,--,--,--,--,--,9999_未定義,東証
1323,その他金融,ＮＥＸＴＦＵＮＤＳ南アフリカ株式指数・ＦＴＳＥ／ＪＳＥＡｆｒｉｃａＴｏｐ４０連動型上場投信,ＮＥＸＴＦＵＮＤＳ南アフリカ株式指数・ＦＴＳＥ／ＪＳＥＡｆｒｉｃａＴｏｐ４０連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1324,その他金融,ＮＥＸＴＦＵＮＤＳロシア株式指数・ＲＴＳ連動型上場投信,ＮＥＸＴＦＵＮＤＳロシア株式指数・ＲＴＳ連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1325,その他金融,ＮＥＸＴＦＵＮＤＳブラジル株式指数・ボベスパ連動型上場投信,ＮＥＸＴＦＵＮＤＳブラジル株式指数・ボベスパ連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1326,その他金融,ＳＰＤＲゴールド・シェア,ＳＰＤＲゴールド・シェア,--,--,--,--,--,--,--,9999_未定義,東証
1327,その他金融,Ｓ＆ＰＧＳＣＩ商品指数エネルギー＆メタル・キャップド・コンポーネント３５／２０・ＴＨＥＡＭ・イージーＵＣＩＴＳ・ＥＴＦク,Ｓ＆ＰＧＳＣＩ商品指数エネルギー＆メタル・キャップド・コンポーネント３５／２０・ＴＨＥＡＭ・イージーＵＣＩＴＳ・ＥＴＦク,--,--,--,--,--,--,--,9999_未定義,東証
1328,その他金融,ＮＥＸＴＦＵＮＤＳ金価格連動型上場投信,ＮＥＸＴＦＵＮＤＳ金価格連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1329,その他金融,ｉシェアーズ・コア日経２２５ＥＴＦ,ｉシェアーズ・コア日経２２５ＥＴＦ,--,--,--,--,--,--,--,9999_未定義,東証
1330,その他金融,上場インデックスファンド２２５,上場インデックスファンド２２５,--,--,--,--,--,--,--,9999_未定義,東証
1332,食品製造,日本水産,日本水産（株）,水産・農林業,1943年3月31日,1942年度,http://www.nissui.co.jp/,〒105-8676,東京都港区西新橋１－３－１西新橋スクエア,東京都,0050_水産・農林業,東証１部
1333,食品製造,マルハニチロ,マルハニチロ（株）,水産・農林業,1943年3月31日,1942年度,http://www.maruha-nichiro.co.jp/,〒135-8608,東京都江東区豊洲３－２－２０,東京都,0050_水産・農林業,東証１部
1343,その他金融,ＮＥＸＴＦＵＮＤＳ東証ＲＥＩＴ指数連動型上場投信,ＮＥＸＴＦＵＮＤＳ東証ＲＥＩＴ指数連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1344,その他金融,ＭＡＸＩＳトピックス・コア３０上場投信,ＭＡＸＩＳトピックス・コア３０上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1345,その他金融,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,--,--,--,--,--,--,--,9999_未定義,東証
1346,その他金融,ＭＡＸＩＳ日経２２５上場投信,ＭＡＸＩＳ日経２２５上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1348,その他金融,ＭＡＸＩＳトピックス上場投信,ＭＡＸＩＳトピックス上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1349,その他金融,ＡＢＦ汎アジア債券インデックス・ファンド,ＡＢＦ汎アジア債券インデックス・ファンド,--,--,--,--,--,--,--,9999_未定義,東証
1352,食品卸,ホウスイ,（株）ホウスイ,卸売業,1945年8月4日,1945年度,http://www.hohsui.co.jp/,〒135-0061,東京都江東区豊洲６－６－３,東京都,6050_卸売業,東証１部
1356,その他金融,ＴＯＰＩＸベア２倍上場投信,ＴＯＰＩＸベア２倍上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1357,その他金融,ＮＥＸＴＦＵＮＤＳ日経平均ダブルインバース・インデックス連動型上場投信,ＮＥＸＴＦＵＮＤＳ日経平均ダブルインバース・インデックス連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1358,その他金融,上場インデックスファンド日経レバレッジ指数,上場インデックスファンド日経レバレッジ指数,--,--,--,--,--,--,--,9999_未定義,東証
1360,その他金融,日経平均ベア２倍上場投信,日経平均ベア２倍上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1364,その他金融,ｉシェアーズＪＰＸ日経４００ＥＴＦ,ｉシェアーズＪＰＸ日経４００ＥＴＦ,--,--,--,--,--,--,--,9999_未定義,東証
1365,その他金融,ダイワ上場投信－日経平均レバレッジ・インデックス,ダイワ上場投信－日経平均レバレッジ・インデックス,--,--,--,--,--,--,--,9999_未定義,東証
1366,その他金融,ダイワ上場投信－日経平均ダブルインバース・インデックス,ダイワ上場投信－日経平均ダブルインバース・インデックス,--,--,--,--,--,--,--,9999_未定義,東証
1367,その他金融,ダイワ上場投信－ＴＯＰＩＸレバレッジ（２倍）指数,ダイワ上場投信－ＴＯＰＩＸレバレッジ（２倍）指数,--,--,--,--,--,--,--,9999_未定義,東証
1368,その他金融,ダイワ上場投信－ＴＯＰＩＸダブルインバース（－２倍）指数,ダイワ上場投信－ＴＯＰＩＸダブルインバース（－２倍）指数,--,--,--,--,--,--,--,9999_未定義,東証
1369,その他金融,ＯｎｅＥＴＦ日経２２５,ＯｎｅＥＴＦ日経２２５,--,--,--,--,--,--,--,9999_未定義,東証
1375,食品製造,雪国まいたけ,（株）雪国まいたけ,水産・農林業,2017年7月14日,2017年度,https://www.maitake.co.jp/,〒949-6695,新潟県南魚沼市余川８９,新潟県,0050_水産・農林業,東証１部
1376,繊維・化学・製紙卸,カネコ種苗,カネコ種苗（株）,水産・農林業,1947年6月17日,1947年度,http://www.kanekoseeds.jp/,〒371-8503,群馬県前橋市古市町１－５０－１２,群馬県,0050_水産・農林業,東証１部
1377,バイオ・医薬品関連,サカタのタネ,（株）サカタのタネ,水産・農林業,1942年12月11日,1942年度,http://www.sakataseed.co.jp/,〒224-0041,横浜市都筑区仲町台２－７－１,神奈川県,0050_水産・農林業,東証１部
1379,食品製造,ホクト,ホクト（株）,水産・農林業,1964年7月22日,1964年度,http://www.hokto-kinoko.co.jp/,〒381-8533,長野市南堀１３８－１,長野県,0050_水産・農林業,東証１部
1380,食品製造,秋川牧園,（株）秋川牧園,水産・農林業,1979年5月25日,1979年度,https://www.akikawabokuen.com/,〒753-0303,山口市仁保下郷１０３１７,山口県,0050_水産・農林業,東証JQスタンダード
1381,食品製造,アクシーズ,（株）アクシーズ,水産・農林業,1962年11月13日,1962年度,http://www.axyz-grp.co.jp/,〒890-0014,鹿児島市草牟田２－１－８,鹿児島県,0050_水産・農林業,東証JQスタンダード
1382,バイオ・医薬品関連,ホーブ,（株）ホーブ,水産・農林業,1987年6月22日,1987年度,http://www.hob.co.jp/,〒071-1544,北海道上川郡東神楽町１４号北１,北海道,0050_水産・農林業,東証JQスタンダード
1383,バイオ・医薬品関連,ベルグアース,ベルグアース（株）,水産・農林業,2001年1月18日,2000年度,http://www.bergearth.co.jp/,〒798-3361,愛媛県宇和島市津島町北灘甲８８－１,愛媛県,0050_水産・農林業,東証JQスタンダード
1384,食品製造,ホクリヨウ,（株）ホクリヨウ,水産・農林業,1949年5月17日,1949年度,https://www.hokuryo.co.jp/,〒003-0012,札幌市白石区中央二条３－６－１５,北海道,0050_水産・農林業,東証１部
1385,その他金融,ＵＢＳＥＴＦユーロ圏大型株５０（ユーロ・ストックス５０）,ＵＢＳＥＴＦユーロ圏大型株５０（ユーロ・ストックス５０）,--,--,--,--,--,--,--,9999_未定義,東証
1386,その他金融,ＵＢＳＥＴＦ欧州株（ＭＳＣＩヨーロッパ）,ＵＢＳＥＴＦ欧州株（ＭＳＣＩヨーロッパ）,--,--,--,--,--,--,--,9999_未定義,東証
1387,その他金融,ＵＢＳＥＴＦユーロ圏株（ＭＳＣＩＥＭＵ）,ＵＢＳＥＴＦユーロ圏株（ＭＳＣＩＥＭＵ）,--,--,--,--,--,--,--,9999_未定義,東証
1388,その他金融,ＵＢＳＥＴＦユーロ圏小型株（ＭＳＣＩＥＭＵ小型株）,ＵＢＳＥＴＦユーロ圏小型株（ＭＳＣＩＥＭＵ小型株）,--,--,--,--,--,--,--,9999_未定義,東証
1389,その他金融,ＵＢＳＥＴＦ英国大型株１００（ＦＴＳＥ１００）,ＵＢＳＥＴＦ英国大型株１００（ＦＴＳＥ１００）,--,--,--,--,--,--,--,9999_未定義,東証
1390,その他金融,ＵＢＳＥＴＦＭＳＣＩアジア太平洋株（除く日本）,ＵＢＳＥＴＦＭＳＣＩアジア太平洋株（除く日本）,--,--,--,--,--,--,--,9999_未定義,東証
1391,その他金融,ＵＢＳＥＴＦスイス株（ＭＳＣＩスイス２０／３５）,ＵＢＳＥＴＦスイス株（ＭＳＣＩスイス２０／３５）,--,--,--,--,--,--,--,9999_未定義,東証
1392,その他金融,ＵＢＳＥＴＦ英国株（ＭＳＣＩ英国）,ＵＢＳＥＴＦ英国株（ＭＳＣＩ英国）,--,--,--,--,--,--,--,9999_未定義,東証
1393,その他金融,ＵＢＳＥＴＦ米国株（ＭＳＣＩ米国）,ＵＢＳＥＴＦ米国株（ＭＳＣＩ米国）,--,--,--,--,--,--,--,9999_未定義,東証
1394,その他金融,ＵＢＳＥＴＦ先進国株（ＭＳＣＩワールド）,ＵＢＳＥＴＦ先進国株（ＭＳＣＩワールド）,--,--,--,--,--,--,--,9999_未定義,東証
1397,その他金融,ＳＭＤＡＭ日経２２５上場投信,ＳＭＤＡＭ日経２２５上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1398,その他金融,ＳＭＤＡＭ東証ＲＥＩＴ指数上場投信,ＳＭＤＡＭ東証ＲＥＩＴ指数上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1399,その他金融,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ,--,--,--,--,--,--,--,9999_未定義,東証
1400,建設資材・設備,ルーデン・ホールディングス,ルーデン・ホールディングス（株）,建設業,2000年6月29日,2000年度,http://www.ruden.jp,〒150-0031,東京都渋谷区桜丘町２０－１渋谷インフォスタワー,東京都,2050_建設業,東証JQグロース
1401,不動産・住宅,エムビーエス,（株）エムビーエス,建設業,2001年7月17日,2001年度,http://www.homemakeup.co.jp/,〒755-0151,山口県宇部市西岐波１１７３－１６２,山口県,2050_建設業,東証マザーズ
1407,建設・土木,ウエストホールディングス,（株）ウエストホールディングス,建設業,2006年3月1日,2005年度,http://www.west-gr.co.jp/,〒733-0002,広島市西区楠木町１－１５－２４,広島県,2050_建設業,東証JQスタンダード
1413,不動産・住宅,ヒノキヤグループ,（株）ヒノキヤグループ,建設業,1988年10月13日,1988年度,http://www.hinokiya-group.jp/,〒100-0005,東京都千代田区丸の内１－８－３丸の内トラストタワー本館,東京都,2050_建設業,東証１部
1414,建設・土木,ショーボンドホールディングス,ショーボンドホールディングス（株）,建設業,2008年1月4日,2007年度,http://www.sho-bondhd.jp/,〒103-0015,東京都中央区日本橋箱崎町７－８,東京都,2050_建設業,東証１部
1417,建設・土木,ミライト・ホールディングス,（株）ミライト・ホールディングス,建設業,2010年10月1日,2010年度,http://www.mirait.co.jp/,〒135-0061,東京都江東区豊洲５－６－３６,東京都,2050_建設業,東証１部
1418,不動産・住宅,インターライフホールディングス,インターライフホールディングス（株）,建設業,2010年10月5日,2010年度,https://www.n-interlife.co.jp/,〒104-0061,東京都中央区銀座６－１３－１６銀座ウォールビル,東京都,2050_建設業,東証JQスタンダード
1419,不動産・住宅,タマホーム,タマホーム（株）,建設業,1998年6月3日,1998年度,http://www.tamahome.jp/,〒108-0074,東京都港区高輪３－２２－９,東京都,2050_建設業,東証１部
1420,不動産・住宅,サンヨーホームズ,サンヨーホームズ（株）,建設業,1996年10月11日,1996年度,http://www.sanyohomes.co.jp/,〒550-0005,大阪市西区西本町１－４－１,大阪府,2050_建設業,東証１部
1429,不動産・住宅,日本アクア,（株）日本アクア,建設業,2004年11月29日,2004年度,http://www.n-aqua.jp/,〒108-0075,東京都港区港南２－１６－２太陽生命品川ビル,東京都,2050_建設業,東証１部
1430,建設・土木,ファーストコーポレーション,ファーストコーポレーション（株）,建設業,2011年6月23日,2011年度,http://1st-corp.com/index.html,〒167-0051,東京都杉並区荻窪４－３０－１６藤澤ビルディング,東京都,2050_建設業,東証１部
1431,不動産・住宅,ＬｉｂＷｏｒｋ,（株）ＬｉｂＷｏｒｋ,建設業,2000年6月14日,2000年度,https://www.libwork.co.jp/,〒861-0541,熊本県山鹿市鍋田１７８－１,熊本県,2050_建設業,東証マザーズ
1432,建設・土木,動力,（株）動力,建設業,2008年12月1日,2008年度,http://www.doryoku.co.jp/,〒446-0057,愛知県安城市三河安城東町２－３－１０,愛知県,2050_建設業,東証TOKYOPROMarket
1433,建設・土木,ベステラ,ベステラ（株）,建設業,1974年2月20日,1973年度,http://www.besterra.co.jp/,〒135-0023,東京都江東区平野３－２－６木場パークビル,東京都,2050_建設業,東証１部
1434,建設・土木,ＪＥＳＣＯホールディングス,ＪＥＳＣＯホールディングス（株）,建設業,1970年8月21日,1970年度,http://www.jesco.co.jp/,〒164-0011,東京都中野区中央４－３－４ＪＥＳＣＯ新中野ビル,東京都,2050_建設業,東証２部
1435,不動産・住宅,ＲｏｂｏｔＨｏｍｅ,（株）ＲｏｂｏｔＨｏｍｅ,建設業,2006年2月26日,2005年度,https://corp.robothome.jp/,〒150-0022,東京都渋谷区恵比寿南３－４－１４オーベル代官山ＤＥ,東京都,2050_建設業,東証１部
1436,建設・土木,フィット,（株）フィット,建設業,2009年4月1日,2009年度,http://www.fit-group.jp/,〒105-0012,東京都港区芝大門２－２－１ユニゾ芝大門二丁目ビル,東京都,2050_建設業,東証マザーズ
1439,不動産・住宅,安江工務店,（株）安江工務店,建設業,1975年6月2日,1975年度,https://www.yasue.co.jp/,〒460-0008,名古屋市中区栄２－３－１名古屋広小路ビルヂング,愛知県,2050_建設業,名証２部
1440,不動産・住宅,やまぜんホームズ,（株）やまぜんホームズ,建設業,2003年6月18日,2003年度,http://www.yamazen-k.co.jp/,〒511-0117,三重県桑名市多度町下野代９００,三重県,2050_建設業,東証TOKYOPROMarket
1443,建設・土木,技研ホールディングス,技研ホールディングス（株）,建設業,2018年1月9日,2017年度,http://www.giken-hd.co.jp/,〒166-0004,東京都杉並区阿佐谷南３－７－２,東京都,2050_建設業,東証２部
1445,建設・土木,ひかりホールディングス,（株）ひかりホールディングス,建設業,2015年9月1日,2015年度,https://h-holdings.jp/,〒507-0901,岐阜県多治見市笠原町１２２３－１４,岐阜県,2050_建設業,東証TOKYOPROMarket
1446,不動産・住宅,キャンディル,（株）キャンディル,建設業,2014年8月7日,2014年度,https://www.candeal.co.jp/,〒162-0853,東京都新宿区北山伏町１－１１,東京都,2050_建設業,東証１部
1447,不動産・住宅,ＩＴｂｏｏｋホールディングス,ＩＴｂｏｏｋホールディングス（株）,建設業,2018年10月1日,2018年度,http://www.itbook-hd.co.jp/,〒103-0025,東京都中央区日本橋茅場町２－８－４,東京都,2050_建設業,東証マザーズ
1448,リース・レンタル,スペースバリューホールディングス,（株）スペースバリューホールディングス,建設業,2018年10月1日,2018年度,http://www.svh.co.jp/,〒105-0014,東京都港区芝３－４－１２,東京都,2050_建設業,東証１部
1450,建設・土木,田中建設工業,田中建設工業（株）,建設業,1982年2月3日,1981年度,https://www.tanaken-1982.co.jp/,〒105-0004,東京都港区新橋４－２４－１１,東京都,2050_建設業,東証JQスタンダード
1451,不動産・住宅,ＫＨＣ,（株）ＫＨＣ,建設業,1981年10月19日,1981年度,https://www.khc-ltd.co.jp/,〒673-0015,兵庫県明石市花園町２－２,兵庫県,2050_建設業,東証２部
1452,建設・土木,横浜ライト工業,横浜ライト工業（株）,建設業,1986年5月31日,1986年度,https://www.y-wright.com/,〒240-0035,横浜市保土ケ谷区今井町８７０,神奈川県,2050_建設業,東証TOKYOPROMarket
1456,その他金融,ダイワ上場投信－日経平均インバース・インデックス,ダイワ上場投信－日経平均インバース・インデックス,--,--,--,--,--,--,--,9999_未定義,東証
1457,その他金融,ダイワ上場投信－ＴＯＰＩＸインバース（－１倍）指数,ダイワ上場投信－ＴＯＰＩＸインバース（－１倍）指数,--,--,--,--,--,--,--,9999_未定義,東証
1458,その他金融,楽天ＥＴＦ－日経レバレッジ指数連動型,楽天ＥＴＦ－日経レバレッジ指数連動型,--,--,--,--,--,--,--,9999_未定義,東証
1459,その他金融,楽天ＥＴＦ－日経ダブルインバース指数連動型,楽天ＥＴＦ－日経ダブルインバース指数連動型,--,--,--,--,--,--,--,9999_未定義,東証
1460,その他金融,ＭＡＸＩＳＪＡＰＡＮクオリティ１５０上場投信,ＭＡＸＩＳＪＡＰＡＮクオリティ１５０上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1464,その他金融,ダイワ上場投信－ＪＰＸ日経４００レバレッジ・インデックス,ダイワ上場投信－ＪＰＸ日経４００レバレッジ・インデックス,--,--,--,--,--,--,--,9999_未定義,東証
1465,その他金融,ダイワ上場投信－ＪＰＸ日経４００インバース・インデックス,ダイワ上場投信－ＪＰＸ日経４００インバース・インデックス,--,--,--,--,--,--,--,9999_未定義,東証
1466,その他金融,ダイワ上場投信－ＪＰＸ日経４００ダブルインバース・インデックス,ダイワ上場投信－ＪＰＸ日経４００ダブルインバース・インデックス,--,--,--,--,--,--,--,9999_未定義,東証
1467,その他金融,ＪＰＸ日経４００ブル２倍上場投信（レバレッジ）,ＪＰＸ日経４００ブル２倍上場投信（レバレッジ）,--,--,--,--,--,--,--,9999_未定義,東証
1468,その他金融,ＪＰＸ日経４００ベア上場投信（インバース）,ＪＰＸ日経４００ベア上場投信（インバース）,--,--,--,--,--,--,--,9999_未定義,東証
1469,その他金融,ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）,ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）,--,--,--,--,--,--,--,9999_未定義,東証
1470,その他金融,ＮＥＸＴＦＵＮＤＳＪＰＸ日経４００レバレッジ・インデックス連動型上場投信,ＮＥＸＴＦＵＮＤＳＪＰＸ日経４００レバレッジ・インデックス連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1471,その他金融,ＮＥＸＴＦＵＮＤＳＪＰＸ日経４００インバース・インデックス連動型上場投信,ＮＥＸＴＦＵＮＤＳＪＰＸ日経４００インバース・インデックス連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1472,その他金融,ＮＥＸＴＦＵＮＤＳＪＰＸ日経４００ダブルインバース・インデックス連動型上場投信,ＮＥＸＴＦＵＮＤＳＪＰＸ日経４００ダブルインバース・インデックス連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1473,その他金融,ＯｎｅＥＴＦトピックス,ＯｎｅＥＴＦトピックス,--,--,--,--,--,--,--,9999_未定義,東証
1474,その他金融,ＯｎｅＥＴＦＪＰＸ日経４００,ＯｎｅＥＴＦＪＰＸ日経４００,--,--,--,--,--,--,--,9999_未定義,東証
1475,その他金融,ｉシェアーズ・コアＴＯＰＩＸＥＴＦ,ｉシェアーズ・コアＴＯＰＩＸＥＴＦ,--,--,--,--,--,--,--,9999_未定義,東証
1476,その他金融,ｉシェアーズ・コアＪリートＥＴＦ,ｉシェアーズ・コアＪリートＥＴＦ,--,--,--,--,--,--,--,9999_未定義,東証
1477,その他金融,ｉシェアーズＭＳＣＩ日本株最小分散ＥＴＦ,ｉシェアーズＭＳＣＩ日本株最小分散ＥＴＦ,--,--,--,--,--,--,--,9999_未定義,東証
1478,その他金融,ｉシェアーズＭＳＣＩジャパン高配当利回りＥＴＦ,ｉシェアーズＭＳＣＩジャパン高配当利回りＥＴＦ,--,--,--,--,--,--,--,9999_未定義,東証
1479,その他金融,ダイワ上場投信－ＭＳＣＩ日本株人材設備投資指数,ダイワ上場投信－ＭＳＣＩ日本株人材設備投資指数,--,--,--,--,--,--,--,9999_未定義,東証
1480,その他金融,ＮＥＸＴＦＵＮＤＳ野村企業価値分配指数連動型上場投信,ＮＥＸＴＦＵＮＤＳ野村企業価値分配指数連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1481,その他金融,上場インデックスファンド日本経済貢献株,上場インデックスファンド日本経済貢献株,--,--,--,--,--,--,--,9999_未定義,東証
1482,その他金融,ｉシェアーズ・コア米国債７－１０年ＥＴＦ（為替ヘッジあり）,ｉシェアーズ・コア米国債７－１０年ＥＴＦ（為替ヘッジあり）,--,--,--,--,--,--,--,9999_未定義,東証
1483,その他金融,ｉシェアーズＪＰＸ／Ｓ＆Ｐ設備・人材投資ＥＴＦ,ｉシェアーズＪＰＸ／Ｓ＆Ｐ設備・人材投資ＥＴＦ,--,--,--,--,--,--,--,9999_未定義,東証
1484,その他金融,ＯｎｅＥＴＦＪＰＸ／Ｓ＆Ｐ設備・人材投資指数,ＯｎｅＥＴＦＪＰＸ／Ｓ＆Ｐ設備・人材投資指数,--,--,--,--,--,--,--,9999_未定義,東証
1485,その他金融,ＭＡＸＩＳＪＡＰＡＮ設備・人材積極投資企業２００上場投信,ＭＡＸＩＳＪＡＰＡＮ設備・人材積極投資企業２００上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1486,その他金融,上場インデックスファンド米国債券（為替ヘッジなし）,上場インデックスファンド米国債券（為替ヘッジなし）,--,--,--,--,--,--,--,9999_未定義,東証
1487,その他金融,上場インデックスファンド米国債券（為替ヘッジあり）,上場インデックスファンド米国債券（為替ヘッジあり）,--,--,--,--,--,--,--,9999_未定義,東証
1488,その他金融,ダイワ上場投信－東証ＲＥＩＴ指数,ダイワ上場投信－東証ＲＥＩＴ指数,--,--,--,--,--,--,--,9999_未定義,東証
1489,その他金融,ＮＥＸＴＦＵＮＤＳ日経平均高配当株５０指数連動型上場投信,ＮＥＸＴＦＵＮＤＳ日経平均高配当株５０指数連動型上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1490,その他金融,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）,--,--,--,--,--,--,--,9999_未定義,東証
1491,製鉄・金属製品,中外鉱業,中外鉱業（株）,非鉄金属,1932年5月9日,1932年度,http://www.chugaikogyo.co.jp/,〒100-6312,東京都千代田区丸の内２－４－１丸の内ビルヂング,東京都,3500_非鉄金属,東証２部
1492,その他金融,ＭＡＸＩＳＪＰＸ日経中小型株指数上場投信,ＭＡＸＩＳＪＰＸ日経中小型株指数上場投信,--,--,--,--,--,--,--,9999_未定義,東証
1493,その他金融,ＯｎｅＥＴＦＪＰＸ日経中小型,ＯｎｅＥＴＦＪＰＸ日経中小型,--,--,--,--,--,--,--,9999_未定義,東証
1494,その他金融,ＯｎｅＥＴＦ高配当日本株,ＯｎｅＥＴＦ高配当日本株,--,--,--,--,--,--,--,9999_未定義,東証
1495,その他金融,上場インデックスファンドアジアリート,上場インデックスファンドアジアリート,--,--,--,--,--,--,--,9999_未定義,東証
1496,その他金融,ｉシェアーズ米ドル建て投資適格社債ＥＴＦ（為替ヘッジあり）,ｉシェアーズ米ドル建て投資適格社債ＥＴＦ（為替ヘッジあり）,--,--,--,--,--,--,--,9999_未定義,東証
1497,その他金融,ｉシェアーズ米ドル建てハイイールド社債ＥＴＦ（為替ヘッジあり）,ｉシェアーズ米ドル建てハイイールド社債ＥＴＦ（為替ヘッジあり）,--,--,--,--,--,--,--,9999_未定義,東証
1498,その他金融,ＯｎｅＥＴＦＥＳＧ,ＯｎｅＥＴＦＥＳＧ,--,--,--,--,--,--,--,9999_未定義,東証
